FID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,HSIPTHEMES,NAICSCODE,NAICSDESCR,ST_VENDOR,WEBSITE,SOURCE,GOVT_LEVEL,TOT_STAFF,SPEC_EQUIP,x2,y2
2371,WABASH COUNTY HEALTH DEPARTMENT,260-563-0661,89 WEST HILL STREET,MEMORIAL HALL,WABASH,IN,46992,3160,WABASH,18169,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://HEALTH.WABASHCOUNTY85.US/,INDOH,LOCAL,0, ,-9553692.3126,4982642.2039
2372,WELLS COUNTY HEALTH DEPARTMENT,260-824-6489,223 WEST WASHINGTON STREET, ,BLUFFTON,IN,46714,1996,WELLS,18179,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.WELLSCOUNTY.ORG/HEALTHDEPT.HTM,INDOH,LOCAL,0, ,-9481489.7856,4973917.6637
2373,VIGO COUNTY HEALTH DEPARTMENT,812-462-3428,147 OAK STREET,VIGO COUNTY ANNEX BUILDING,TERRE HAUTE,IN,47807,3438,VIGO,18167,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.VIGOCOUNTY.IN.GOV/DEPARTMENT/?FDD=14-0,INDOH,LOCAL,0, ,-9731090.497,4787811.4723
2374,TIPPECANOE COUNTY HEALTH DEPARTMENT,765-423-9221,629 NORTH 6TH STREET, ,LAFAYETTE,IN,47901,1082,TIPPECANOE,18157,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,WWW.TIPPECANOE.IN.GOV/HEALTH/,INDOH,LOCAL,0, ,-9672587.4579,4927612.274
2375,STARKE COUNTY HEALTH DEPARTMENT,574-772-9137,53 EAST WASHINGTON STREET, ,KNOX,IN,46534,1193,STARKE,18149,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,INDOH,LOCAL,0, ,-9642786.5233,5056533.0055
2376,SULLIVAN COUNTY HEALTH DEPARTMENT,812-268-0224,31 NORTH COURT STREET, ,SULLIVAN,IN,47882,1509,SULLIVAN,18153,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,INDOH,LOCAL,0, ,-9730220.5105,4735465.7389
2377,HAWKINS COUNTY HEALTH DEPARTMENT,423-272-7641,201 PARK BOULEVARD, ,ROGERSVILLE,TN,37857,2919,HAWKINS,47073,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.HAWKINSCOUNTYTN.GOV/INDEX.PHP?OPTION=COM_CONTENT&VIEW=ARTICLE&ID=32&ITEMID=44,TECHNIGRAPHICS,LOCAL,0, ,-9238752.1997,4358042.1092
2378,WOODRUFF COUNTY HEALTH DEPARTMENT,870-347-5915,623 NORTH 9TH STREET, ,AUGUSTA,AR,72006,2129,WOODRUFF,05147,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,ARGIO/ARDOH,LOCAL,0, ,-10169956.345,4203194.3276
2379,FAYETTE COUNTY HEALTH DEPARTMENT,901-465-5243,90 YUM YUM ROAD, ,SOMERVILLE,TN,38068,4541,FAYETTE,47047,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,WWW.FAYETTETN.US/COUNTY DEPTS/HEALTH DEPT 2.HTM,TECHNIGRAPHICS,LOCAL,0, ,-9948063.1026,4203305.2568
2380,OWEN COUNTY HEALTH DEPARTMENT,812-829-5045,60 SOUTH MAIN STREET,COURTHOUSE,SPENCER,IN,47460,1795,OWEN,18119,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,INDOH,LOCAL,0, ,-9658295.7122,4762664.6007
2381,NOBLE COUNTY HEALTH DEPARTMENT,260-636-2191,2090 NORTH STATE ROAD 9,SUITE C,ALBION,IN,46701,9577,NOBLE,18113,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.NOBLECO.ORG/HEALTH/INDEX.HTML,INDOH,LOCAL,0, ,-9509214.7221,5069004.2706
2382,UNION COUNTY HEALTH DEPARTMENT,765-458-5393,6 WEST SOUTH STREET,SUITE 2,LIBERTY,IN,47353,1329,UNION,18161,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.UCHD.COM/,INDOH,LOCAL,0, ,-9454435.9371,4812676.2341
2383,VERMILLION COUNTY HEALTH DEPARTMENT,765-832-3622,257 WALNUT STREET, ,CLINTON,IN,47842,2342,VERMILLION,18165,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,INDOH,LOCAL,0, ,-9729248.7163,4816113.9543
2384,SHELBY COUNTY HEALTH DEPARTMENT,317-392-6470,1600 EAST STATE ROAD 44, ,SHELBYVILLE,IN,46176,4027,SHELBY,18145,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.SCHD.NET/,INDOH,LOCAL,0, ,-9546106.1804,4796499.0741
2385,ROCKCASTLE COUNTY HEALTH DEPARTMENT,606-256-2242,120 RICHMOND STREET, ,MOUNT VERNON,KY,40456,2701,ROCKCASTLE,21203,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-9388651.8848,4488625.1027
2386,ROWAN COUNTY HEALTH DEPARTMENT,606-784-8954,730 WEST MAIN STREET, ,MOREHEAD,KY,40351,1444,ROWAN,21205,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.GDHD.ORG/ROWAN/TABID/214/DEFAULT.ASPX,TECHNIGRAPHICS,LOCAL,0, ,-9288438.2198,4603975.6965
2387,NORTH CENTRAL DISTRICT HEALTH DEPARTMENT,502-633-1243,1020 HENRY CLAY STREET, ,SHELBYVILLE,KY,40065,1335,SHELBY,21211,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,WWW.NCDHD.COM,TECHNIGRAPHICS,LOCAL,0, ,-9487171.0097,4609205.1765
2388,TAYLOR COUNTY HEALTH CENTER,270-465-4191,1880 NORTH BYPASS ROAD, ,CAMPBELLSVILLE,KY,42718, ,TAYLOR,21217,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-9500600.1121,4490243.9167
2389,JACKSON-MADISON COUNTY REGIONAL HEALTH DEPARTMENT,731-423-3020,804 NORTH PARKWAY, ,JACKSON,TN,38305,3021,MADISON,47113,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.MADISON.TN.US/INDEX.ASPX?NID=144,TECHNIGRAPHICS,LOCAL,0, ,-9888814.0938,4252686.0415
2390,LEWIS COUNTY HEALTH DEPARTMENT,931-796-2204,51 SMITH AVENUE, ,HOHENWALD,TN,38462,1124,LEWIS,47101,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-9746297.2838,4239077.1021
2391,OHIO COUNTY HEALTH DEPARTMENT,812-438-2551,117 SIXTH STREET, ,RISING SUN,IN,47040,1112,OHIO,18115,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,INDOH,LOCAL,0, ,-9445387.9409,4714652.1798
2392,PORTER COUNTY HEALTH DEPARTMENT,219-465-3525,155 INDIANA AVENUE,ROOM 104,VALPARAISO,IN,46383,5548,PORTER,18127,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.PORTERCO.ORG/INDEX.PHP?OPTION=COM_CONTENT&VIEW=ARTICLE&ID=57&ITEMID=104,INDOH,LOCAL,0, ,-9691514.2413,5081511.2134
2393,SCOTT COUNTY HEALTH DEPARTMENT,812-752-8455,1471 NORTH GARDNER STREET, ,SCOTTSBURG,IN,47170,7751,SCOTT,18143,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,INDOH,LOCAL,0, ,-9549608.813,4679647.0768
2394,STEUBEN COUNTY HEALTH DEPARTMENT,260-668-1000,317 SOUTH WAYNE STREET,SUITE 3A,ANGOLA,IN,46703,1958,STEUBEN,18151,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,WWW.CO.STEUBEN.IN.US/DEPARTMENTS/HEALTH/HEALTH_DEPARTMENT.ASPX,INDOH,LOCAL,0, ,-9461990.2939,5106019.7387
2395,WHITLEY COUNTY HEALTH DEPARTMENT,606-549-3380,114 NORTH 2ND STREET, ,WILLIAMSBURG,KY,40769,1101,WHITLEY,21235,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.WHITLEYCOUNTYHEALTHDEPARTMENT.COM/,TECHNIGRAPHICS,LOCAL,0, ,-9368707.3343,4403508.9691
2396,MONROE COUNTY HEALTH DEPARTMENT,270-487-6782,452 EAST 4TH STREET, ,TOMPKINSVILLE,KY,42167,1667,MONROE,21171,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.MONROECOHD.COM/,TECHNIGRAPHICS,LOCAL,0, ,-9538654.961,4397411.9657
2397,HAYWOOD COUNTY HEALTH DEPARTMENT,731-772-0463,950 EAST MAIN STREET, ,BROWNSVILLE,TN,38012,2647,HAYWOOD,47075,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-9935657.376,4244793.3608
2398,PARKE COUNTY HEALTH DEPARTMENT,765-569-6665,116 WEST HIGH STREET,ROOM 10,ROCKVILLE,IN,47872,1716,PARKE,18121,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,INDOH,LOCAL,0, ,-9710214.6051,4831416.7288
2399,MACON COUNTY HEALTH DEPARTMENT,828-349-2420,1830 LAKESIDE DRIVE, ,FRANKLIN,NC,28734,6778,MACON,37113,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,WWW.MACONNC.ORG/HEALTHDEPT,TECHNIGRAPHICS,LOCAL,0, ,-9280882.3672,4190656.0366
2400,LOUISVILLE METRO DEPARTMENT OF PUBLIC HEALTH AND WELLNESS,502-574-6520,400 EAST GRAY STREET, ,LOUISVILLE,KY,40202,1740,JEFFERSON,21111,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.LOUISVILLEKY.GOV/HEALTH/,TECHNIGRAPHICS,LOCAL,0, ,-9545253.6918,4614234.7097
2401,MEIGS COUNTY HEALTH DEPARTMENT,423-334-5185,389 RIVER ROAD, ,DECATUR,TN,37322,7801,MEIGS,47121,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-9439157.7832,4235061.8023
2402,MONTGOMERY COUNTY HEALTH DEPARTMENT,931-648-5747,330 PAGEANT LANE, ,CLARKSVILLE,TN,37040,3854,MONTGOMERY,47125,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.MONTGOMERYCOUNTYTN.ORG/COUNTY/HEALTH/HEALTH.HTM,TECHNIGRAPHICS,LOCAL,0, ,-9722634.3555,4372698.6825
2403,FOUNTAIN-WARREN COUNTY HEALTH DEPARTMENT,765-762-3035,113 WEST SYCAMORE STREET,SUITE B,ATTICA,IN,47918,1832,FOUNTAIN,18045,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.FWHEALTH.ORG/,INDOH,LOCAL,0, ,-9713433.2469,4906639.3795
2404,JOHNSON COUNTY HEALTH DEPARTMENT,423-727-9731,715 WEST MAIN STREET, ,MOUNTAIN CITY,TN,37683,1217,JOHNSON,47091,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-9107353.2788,4366364.2939
2405,PULASKI COUNTY HEALTH DEPARTMENT,574-946-6080,125 SOUTH RIVERSIDE DRIVE, ,WINAMAC,IN,46996,1585,PULASKI,18131,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.PULASKIONLINE.ORG/CONTENT/VIEW/90/50/,INDOH,LOCAL,0, ,-9640334.4218,5019837.6902
2406,MITCHELL COUNTY HEALTH DEPARTMENT,828-688-2371,130 FOREST SERVICE DRIVE, ,BAKERSVILLE,NC,28705,7047,MITCHELL,37121,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-9141055.1269,4296064.746
2407,SEQUATCHIE COUNTY HEALTH DEPARTMENT,423-949-3619,16939 RANKIN AVENUE, ,DUNLAP,TN,37327, ,SEQUATCHIE,47153,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-9504660.657,4216802.5378
2408,FENTRESS COUNTY HEALTH DEPARTMENT,931-879-9936,240 COLONIAL CIRCLE, ,JAMESTOWN,TN,38556,3924,FENTRESS,47049,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-9454454.1162,4359107.9337
2409,MONROE COUNTY HEALTH DEPARTMENT,423-442-3993,3469 NEW HIGHWAY 68, ,MADISONVILLE,TN,37354,5148,MONROE,47123,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-9396974.7976,4234429.9555
2410,POWELL COUNTY HEALTH DEPARTMENT,606-663-4360,376 NORTH MAIN STREET, ,STANTON,KY,40380,2169,POWELL,21197,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://POWELLCOHEALTHDEPT.ORG/,TECHNIGRAPHICS,LOCAL,0, ,-9334915.0819,4558379.7047
2411,SPENCER COUNTY HEALTH DEPARTMENT,502-477-8146,88 SPEARS DRIVE, ,TAYLORSVILLE,KY,40071, ,SPENCER,21215,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.NCDHD.COM/NEW_FILES/SPENCER.HTM,TECHNIGRAPHICS,LOCAL,0, ,-9500347.4091,4585397.9877
2412,MOORE COUNTY HEALTH DEPARTMENT,931-759-4251,251 MAJORS BOULEVARD,METRO-MOORE HEALTH FACILITY,LYNCHBURG,TN,37352,8325,MOORE,47127,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-9615487.5757,4202248.792
2413,HICKMAN COUNTY HEALTH DEPARTMENT,931-729-3516,111 MURPHREE AVENUE, ,CENTERVILLE,TN,37033,1418,HICKMAN,47081,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.HICKMANCO.COM/DEPARTMENTS_HEALTH.HTM,TECHNIGRAPHICS,LOCAL,0, ,-9736399.364,4270472.326
2414,MACOUPIN COUNTY PUBLIC HEALTH DEPARTMENT,217-854-3223,805 NORTH BROAD STREET, ,CARLINVILLE,IL,62626,1075,MACOUPIN,17117,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.MCPHD.NET/,TECHNIGRAPHICS,LOCAL,0, ,-10005547.5662,4763079.6546
2415,MADISON COUNTY HEALTH DEPARTMENT,618-692-8954,101 EAST EDWARDSVILLE ROAD, ,WOOD RIVER,IL,62095,1369,MADISON,17119,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.MADISONCOUNTYHEALTHDEPARTMENT.ORG,TECHNIGRAPHICS,LOCAL,0, ,-10029428.4794,4703536.2064
2416,MADISON COUNTY LONDON HEALTH DEPARTMENT,740-852-3065,306 LAFAYETTE STREET,SUITE B,LONDON,OH,43140,9069,MADISON,39097,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.MADISON.OH.US/10122/INDEX.HTML,TECHNIGRAPHICS,LOCAL,0, ,-9287180.2834,4851915.3764
2417,MARION COUNTY HEALTH DEPARTMENT,618-548-3878,118 CROSS CREEK BOULEVARD, ,SALEM,IL,62881,1920,MARION,17121,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.MARIONCOUNTYHEALTHDEPT.ORG/,TECHNIGRAPHICS,LOCAL,0, ,-9902883.7995,4668018.1441
2418,HOUSTON COUNTY HEALTH DEPARTMENT,931-289-3463,60 COURT SQUARE, ,ERIN,TN,37061, ,HOUSTON,47083,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-9761958.806,4344561.1088
2419,WOODFORD COUNTY HEALTH DEPARTMENT,859-873-4541,229 NORTH MAIN STREET, ,VERSAILLES,KY,40383,1240,WOODFORD,21239,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.WCHD.COM/,TECHNIGRAPHICS,LOCAL,0, ,-9432150.5662,4587275.1083
2420,PIKE COUNTY HEALTH DEPARTMENT,606-437-5500,119 RIVER DRIVE, ,PIKEVILLE,KY,41501,1685,PIKE,21195,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://PIKECOUNTYHEALTH.COM/NEWS.PHP,TECHNIGRAPHICS,LOCAL,0, ,-9186368.4278,4505354.653
2421,NICHOLAS COUNTY HEALTH CENTER,859-289-2188,2320 CONCRETE ROAD, ,CARLISLE,KY,40311,9721,NICHOLAS,21181,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-9357506.2337,4624033.1922
2422,THREE RIVERS DISTRICT HEALTH DEPARTMENT,502-484-3412,510 SOUTH MAIN STREET, ,OWENTON,KY,40359,3036,OWEN,21187,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,WWW.TRDHD.COM,TECHNIGRAPHICS,LOCAL,0, ,-9443343.4452,4654221.8888
2423,LOUDON COUNTY HEALTH DEPARTMENT,865-458-2514,600 RAYDER AVENUE, ,LOUDON,TN,37774, ,LOUDON,47105,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-9389018.9521,4264959.4782
2424,MARSHALL COUNTY HEALTH DEPARTMENT,270-527-5824,307 EAST 12TH STREET, ,BENTON,KY,42025,1525,MARSHALL,21157,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.MARSHALLCOUNTY.KY.GOV/DEPARTMENTS/HEALTHDEPT/HEALTHDEPT.HTML,TECHNIGRAPHICS,LOCAL,0, ,-9834829.7653,4419289.2033
